fixationid,aoi_id,world_timestamp
837,Mid|5,408.929662
838,Mid|5,409.331787
839,Mid|5,409.532849
840,Mid|5,409.767422
841,Mid|5,410.001995
841,Left|8,410.136036
842,Mid|5,410.203057
843,Mid|5,410.43763
844,Mid|2,410.638692
844,Left|8,410.839755
845,Mid|5,410.873265
846,Mid|5,411.040817
847,Mid|5,411.241879
848,Mid|5,411.476452
849,Mid|5,411.677515
849,Left|9,411.711025
850,Mid|5,411.912087
851,Mid|5,412.046129
852,Mid|5,412.14666
853,Mid|5,412.347723
854,Mid|5,412.615806
855,Mid|5,412.850379
856,Mid|2,412.95091
857,Mid|2,413.084951
858,Mid|5,413.218993
859,Mid|5,413.353035
860,Mid|5,413.520587
861,Mid|5,413.654628
862,Mid|5,413.82218
863,Mid|5,414.056753
864,Mid|5,414.157284
865,Mid|5,414.358347
866,Mid|5,414.760471
867,Mid|5,414.961534
868,Mid|5,415.229617
869,Mid|2,415.430679
870,Mid|2,415.531211
871,Mid|2,415.698763
871,Left|8,415.765783
872,Mid|2,415.933335
872,Left|8,416.000356
873,Mid|5,416.134398
873,Left|6,416.201419
874,Mid|5,416.268439
875,Mid|5,416.469502
876,Mid|5,416.570033
876,Left|3,416.637054
877,Mid|5,416.804606
878,Mid|5,417.005668
879,Mid|5,417.240241
879,Left|8,417.307262
880,Mid|5,417.441303
881,Mid|5,417.675876
881,Left|9,417.876939
882,Mid|5,417.910449
883,Mid|5,418.212043
884,Mid|5,418.446615
885,Mid|6,418.714699
886,Mid|5,418.915761
887,Mid|5,419.116823
888,Mid|5,419.183844
889,Mid|5,419.418417
890,Mid|5,419.619479
891,Mid|5,419.854052
892,Mid|5,419.988094
893,Mid|5,420.222667
894,Mid|5,420.457239
895,Mid|5,420.658302
896,Mid|6,420.892875
897,Mid|5,421.060427
898,Mid|2,421.160958
899,Mid|2,421.261489
900,Mid|6,421.596593
901,Mid|6,421.697124
902,Mid|2,421.931697
903,Mid|2,422.16627
904,Mid|5,422.266801
905,Mid|2,422.467863
906,Mid|5,422.534884
907,Mid|5,422.769457
907,Left|2,422.869988
908,Mid|5,423.00403
909,Mid|2,423.205092
910,Mid|5,423.372644
911,Mid|5,423.573707
912,Mid|5,423.84179
913,Mid|5,424.042852
914,Mid|2,424.277425
915,Mid|2,424.377956
916,Mid|2,424.545508
917,Mid|2,424.780081
918,Mid|2,424.981143
918,Left|8,425.148695
919,Mid|2,425.215716
920,Mid|5,425.383268
921,Mid|5,425.55082
922,Mid|5,425.617841
923,Mid|2,425.818903
923,Left|8,425.852414
924,Mid|2,426.052965
925,Mid|5,426.321048
925,Left|9,426.388068
926,Mid|5,426.421579
927,Mid|5,426.656151
928,Mid|5,426.756682
928,Left|3,426.924234
929,Mid|5,426.957744
930,Mid|5,427.192317
931,Mid|5,427.393379
932,Mid|2,427.594441
933,Mid|5,427.829014
934,Mid|5,427.996565
935,Mid|4,428.231138
936,Mid|5,428.46571
937,Mid|5,428.666773
938,Mid|5,428.901345
939,Mid|5,429.102407
940,Mid|2,429.33698
941,Mid|5,429.638573
942,Mid|5,429.739104
943,Mid|2,429.973676
944,Mid|2,430.141228
945,Mid|2,430.375801
946,Mid|5,430.543353
947,Mid|5,430.777925
948,Mid|6,430.878456
949,Mid|6,431.113029
950,Mid|5,431.347601
951,Mid|5,431.448132
952,Mid|5,431.682705
953,Mid|5,431.883767
953,Left|3,432.084829
954,Mid|5,432.118339
955,Mid|5,432.285891
956,Mid|5,432.520463
957,Mid|5,432.654505
958,Mid|3,432.855567
959,Mid|3,433.056629
960,Mid|2,433.291202
961,Mid|2,433.391733
962,Mid|2,433.592795
963,Mid|2,433.693326
964,Mid|3,433.860878
965,Mid|3,433.961409
966,Mid|2,434.06194
967,Mid|2,434.162471
968,Mid|2,434.263002
969,Mid|1,434.397043
970,Mid|1,434.497574
971,Mid|1,434.598105
972,Mid|1,434.698637
973,Mid|1,434.799168
974,Left|3,434.966719
974,Mid|1,434.966719
975,Mid|1,435.06725
976,Mid|1,435.268313
977,Mid|1,435.335333
978,Mid|2,435.502885
979,Mid|2,435.670437
979,Left|6,435.703947
980,Mid|2,435.93852
983,Right|2,437.580527
